95,1
100,1
105,1
110,1
115,1
120,1
125,1
130,1
135,1
140,1
145,1
150,1
155,1
160,1
165,1
170,1
175,1
180,1
185,1
190,1
195,1
200,1
205,1
210,1
215,1
220,1
225,1
230,1
235,1
240,1
245,1
250,1
255,1
260,1
265,1
270,1
275,1
280,1
285,1
290,1
295,1
300,1
305,1
310,1
315,1
320,1
325,1
330,1
335,1
340,1
345,1
350,1
355,1
360,1
365,1
370,1
375,1
380,1
385,1
390,1
395,1
400,1
405,1
410,1
415,1
420,1
425,1
430,1
435,1
440,1
445,1
450,1
455,1
460,1
465,1
470,1
475,1
480,1
485,1
490,1
495,1
500,1
505,1
510,1
515,1
520,1
525,1
530,1
535,1
540,1
545,1
550,1
555,1
560,1
565,1
570,1
575,1
580,1
585,1
590,1
595,1
600,1
605,1
610,1
615,1
620,1
625,1
630,1
635,1
640,1
645,1
650,1
655,1
660,1
665,1
670,1
675,1
680,1
685,1
690,1
695,1
700,1
705,1
710,1
715,1
720,1
725,1
730,1
735,1
740,1
745,1
750,1
755,1
760,1
765,1
770,1
775,1
780,1
785,1
790,1
795,1
800,1
805,1
810,1
815,1
820,1
825,1
830,1
835,1
840,1
845,1
850,1
855,1
860,1
865,1
870,1
875,1
880,1
885,1
890,1
895,1
900,1
905,1
910,1
915,1
920,1
925,1
930,1
935,1
940,1
945,1
950,1
955,1
960,1
965,1
970,1
975,1
980,1
985,1
990,1
995,1
1000,1
1005,1
1010,1
1015,1
1020,1
1025,1
1030,1
1035,1
1040,1
1045,1
1050,1
1055,1
1060,1
1065,1
1070,1
1075,1
1080,1
1085,1
1090,1
1095,1
1100,1
1105,1
1110,1
1115,1
1120,1
1125,1
1130,1
1135,1
1140,1
1145,1
1150,1
1155,1
1160,1
1165,1
1170,1
1175,1
1180,1
1185,1
1190,1
1195,1
1200,1
1206,1
1211,1
1216,1
1221,1
1226,1
1231,1
1236,1
1241,1
1246,1
1251,1
1256,1
1261,1
1266,1
1271,1
1276,1
1281,1
1286,1
1291,1
1296,1
1301,1
1306,1
1311,1
1316,1
1321,1
1326,1
1331,1
1336,1
1341,1
1346,1
1351,1
1356,1
1361,1
1366,1
1371,1
1376,1
1381,1
1386,1
1391,1
1396,1
1401,1
1406,1
1411,1
1416,1
1421,1
1426,1
1431,1
1436,1
1441,1
1446,1
1451,1
1456,1
1461,1
1466,1
1471,1
1476,1
1481,1
1486,1
1491,1
1496,1
1501,1
1506,1
1511,1
1516,1
1521,1
1526,1
1531,1
1536,1
1541,1
1546,1
1551,1
1556,1
1561,1
1566,1
1571,1
1576,1
1581,1
1586,1
1591,1
1596,1
1601,1
1606,1
1611,1
1616,1
1621,1
1626,1
1631,1
1636,1
1641,1
1646,1
1651,1
1656,1
1661,1
1666,1
1671,1
1676,1
1681,1
1686,1
1691,1
1696,1
1701,1
1706,1
1711,1
1716,1
1721,1
1726,1
1731,1
1736,1
1741,1
1746,1
1751,1
1756,1
1761,1
1766,1
1771,1
1776,1
1781,1
1786,1
1791,1
1796,1
1801,1
1806,1
1811,1
1816,1
1821,1
1826,1
1831,1
1836,1
1841,1
1846,1
1851,1
1856,1
1861,1
1866,1
1871,1
1876,1
1881,1
1886,1
1891,1
1896,1
1901,1
1906,1
1911,1
1916,1
1921,1
1926,1
1931,1
1936,1
1941,1
1946,1
1951,1
1956,1
1961,1
1966,1
1971,1
1976,1
1981,1
1986,1
1991,1
1996,1
2001,1
2006,1
2011,1
2016,1
2021,1
2026,1
2031,1
2036,1
2041,1
2046,1
2051,1
2056,1
2061,1
2066,1
2071,1
2076,1
2081,1
2086,1
2091,1
2096,1
2101,1
2106,1
2111,1
2116,1
2121,1
2126,1
2131,1
2136,1
2141,1
2146,1
2151,1
2156,1
2161,1
2166,1
2171,1
2176,1
2181,1
2186,1
2191,1
2196,1
2201,1
2206,1
2211,1
2216,1
2221,1
2226,1
2231,1
2236,1
2241,1
2246,1
2251,1
2256,1
2261,1
2266,1
2271,1
2276,1
2281,1
2286,1
2291,1
2296,1
2301,1
2306,1
2311,1
2316,1
2321,1
2326,1
2331,1
2336,1
2341,1
2346,1
2351,1
2356,1
2361,1
2366,1
2371,1
2376,1
2381,1
2386,1
2391,1
2396,1
2401,1
2406,1
2411,1
2416,1
2421,1
2426,1
2431,1
2436,1
2441,1
2446,1
2451,1
2456,1
2461,1
2466,1
2471,1
2476,1
2481,1
2486,1
2491,1
2496,1
2501,1
2506,1
2511,1
2516,1
2521,1
2526,1
2531,1
2536,1
2541,1
2546,1
2551,1
2556,1
2561,1
2566,1
2571,1
2576,1
2581,1
2586,1
2591,1
2596,1
2601,1
2606,1
2611,1
2616,1
2621,1
2626,1
2631,1
2636,1
2641,1
2646,1
2651,1
2656,1
2661,1
2666,1
2671,1
2676,1
2681,1
2686,1
2691,1
2696,1
2701,1
2706,1
2711,1
2716,1
2721,1
2726,1
2731,1
2736,1
2741,1
2746,1
5,4
10,4
15,5
20,6
25,6
30,7
35,5
40,5
45,5
50,6
55,2
60,3
65,4
70,4
75,3
80,3
85,4
90,5
95,7
100,6
105,5
110,4
115,2
120,2
125,2
130,2
135,2
140,2
145,2
150,2
155,2
160,2
165,2
170,2
175,2
180,2
185,2
190,2
195,2
200,2
205,2
210,2
215,2
220,2
225,2
230,2
235,2
240,2
245,2
250,2
255,2
260,2
265,2
270,2
275,2
280,2
285,2
290,2
295,2
300,2
305,2
310,2
315,2
320,2
325,2
330,2
335,2
340,2
345,2
350,2
355,2
360,2
365,2
370,2
5,4
10,4
15,4
20,3
25,3
30,3
35,4
40,4
45,5
50,4
55,3
60,3
65,6
70,9
75,12
